"NAME","P0040001","P0040003","P0050003","P0050004","P0050005","P0050006","P0050007","P0050008","P0050009","H0040001","H0040002","H0040003","H0040004","H0050001","H0050002","H0050003","H0050004","H0050005","H0050006","H0050007","H0050008","P0120003","P0120004","P0120005","P0120006","P0120007","P0120008","P0120009","P0120010","P0120011","P0120012","P0120013","P0120014","P0120015","P0120016","P0120017","P0120018","P0120019","P0120020","P0120021","P0120022","P0120023","P0120024","P0120025","P0120027","P0120028","P0120029","P0120030","P0120031","state","county","tract","block.group","NAME.1","P0120032","P0120033","P0120034","P0120035","P0120036","P0120037","P0120038","P0120039","P0120040","P0120041","P0120042","P0120043","P0120044","P0120045","P0120046","P0120047","P0120048","P0120049","P0180001","P0180003","P0180005","P0180006","P0180008","P0180009","state.1","county.1","tract.1","block.group.1","TRACT_BLOC"
"Block Group 3",978,10,9,944,0,1,0,2,12,394,185,71,138,30,15,0,0,3,0,0,12,31,38,35,22,12,3,2,11,29,25,19,25,29,36,24,4,10,13,16,19,11,10,4,16,27,27,22,10,"17","031","450300","3","Block Group 3",9,7,10,32,31,29,33,42,49,36,15,30,11,23,28,20,24,19,394,106,28,131,117,12,"17","031","450300","3","4503003"
"Block Group 4",644,12,0,629,0,0,0,1,2,278,96,37,145,24,7,0,3,0,0,0,14,19,17,24,9,4,4,1,12,14,12,26,18,17,23,13,10,12,5,4,17,5,5,2,20,24,19,15,8,"17","031","450300","4","Block Group 4",5,5,8,18,24,28,18,20,31,28,16,10,7,14,18,12,9,14,278,66,25,75,107,5,"17","031","450300","4","4503004"
"Block Group 1",1224,136,46,1009,5,2,0,0,26,529,146,66,317,138,70,2,21,0,4,0,41,43,31,27,22,22,13,9,31,47,28,38,40,39,46,36,10,28,7,9,9,15,13,2,41,41,41,30,10,"17","031","460100","1","Block Group 1",4,11,40,62,29,47,36,57,65,48,17,13,7,17,21,9,11,2,529,90,49,146,205,39,"17","031","460100","1","4601001"
"Block Group 2",695,113,27,525,1,9,0,3,17,244,79,30,135,88,27,2,6,9,0,0,44,25,39,34,23,10,6,4,6,16,17,18,13,27,22,22,6,9,4,4,10,8,4,2,27,12,37,17,10,"17","031","460100","2","Block Group 2",3,4,16,21,25,24,22,27,34,16,8,14,3,12,9,14,7,4,244,68,17,74,73,12,"17","031","460100","2","4601002"
"Block Group 3",735,197,24,500,0,1,0,1,12,230,74,35,121,80,33,0,11,2,0,0,34,41,26,23,26,15,1,4,13,19,21,18,17,22,15,20,7,12,10,5,6,6,5,4,26,25,38,42,27,"17","031","460100","3","Block Group 3",4,6,14,18,21,24,26,20,19,29,13,12,4,5,9,6,9,2,230,76,21,67,50,16,"17","031","460100","3","4601003"
"Block Group 4",751,227,32,488,0,0,0,0,4,275,43,21,211,118,41,2,7,6,1,0,61,35,27,32,15,15,3,8,18,28,28,22,23,29,18,31,8,11,4,3,11,2,3,3,25,27,27,22,13,"17","031","460100","4","Block Group 4",1,6,19,29,21,28,30,32,23,17,9,9,6,4,13,4,6,3,275,77,34,67,85,12,"17","031","460100","4","4601004"
"Block Group 1",1045,489,42,505,0,1,0,3,5,335,49,47,239,176,70,3,28,5,1,0,69,45,44,54,32,22,10,11,23,31,16,23,33,27,21,14,7,12,6,9,6,8,5,2,52,35,50,29,26,"17","031","460200","1","Block Group 1",14,14,35,54,39,31,41,34,46,28,9,9,5,6,14,7,3,3,335,83,23,154,63,12,"17","031","460200","1","4602001"
"Block Group 2",1340,695,65,560,2,1,0,1,16,441,102,72,267,192,81,0,35,1,0,0,75,61,65,59,39,17,15,9,27,37,45,38,64,43,57,32,12,11,4,4,16,13,9,0,55,60,52,30,23,"17","031","460200","2","Block Group 2",7,9,24,42,48,40,43,54,47,34,12,20,7,17,15,8,5,11,441,142,47,115,117,20,"17","031","460200","2","4602002"
"Block Group 1",1220,330,19,836,0,0,8,1,26,371,132,45,194,118,34,2,13,0,7,0,62,56,46,42,27,40,13,19,22,40,42,46,39,38,29,29,15,8,8,6,6,12,4,3,62,43,38,38,24,"17","031","460301","1","Block Group 1",11,10,33,48,24,43,29,48,51,35,16,17,7,13,12,15,5,8,371,106,41,143,67,14,"17","031","460301","1","4603011"
"Block Group 2",1085,359,29,673,6,1,0,6,11,354,125,55,174,98,37,0,9,0,0,0,52,43,43,47,39,11,8,7,25,52,31,28,30,40,32,33,3,4,4,16,17,3,7,4,28,34,49,30,15,"17","031","460301","2","Block Group 2",7,8,27,38,46,33,33,38,33,29,18,12,11,13,26,13,11,6,354,104,37,121,74,18,"17","031","460301","2","4603012"
"Block Group 3",1099,277,26,779,0,7,0,1,9,343,99,46,198,101,32,0,17,0,1,0,51,47,50,65,32,14,11,4,21,31,32,45,28,26,33,24,8,12,10,7,12,7,3,4,35,51,54,35,14,"17","031","460301","3","Block Group 3",3,17,23,40,50,45,39,30,38,32,14,11,5,10,2,9,6,10,343,90,33,134,71,15,"17","031","460301","3","4603013"
"Block Group 1",691,7,3,674,0,0,0,0,7,223,49,17,157,141,42,0,12,0,0,0,87,33,17,32,19,12,6,4,13,17,24,17,24,23,17,21,6,6,3,2,9,7,2,2,21,18,52,21,22,"17","031","460302","1","Block Group 1",6,6,12,31,17,25,25,17,21,20,11,8,1,5,12,12,4,8,223,34,29,90,59,11,"17","031","460302","1","4603021"
"Block Group 2",975,29,4,932,1,0,0,0,9,328,76,35,217,65,26,0,22,0,0,0,17,39,48,59,33,16,17,7,19,24,30,23,23,29,20,27,6,12,5,8,10,7,5,3,30,35,47,29,22,"17","031","460302","2","Block Group 2",4,7,18,37,24,34,45,28,32,34,9,15,5,9,10,15,7,9,328,67,20,122,103,16,"17","031","460302","2","4603022"
"Block Group 3",802,168,34,587,0,0,0,0,13,268,101,37,130,74,30,2,1,3,0,0,38,20,30,28,23,19,3,2,14,27,18,30,32,15,21,23,17,7,12,8,10,7,4,6,26,30,46,18,7,"17","031","460302","3","Block Group 3",7,11,16,29,20,25,35,26,31,35,7,10,10,4,11,13,6,3,268,78,23,95,52,20,"17","031","460302","3","4603023"
"Block Group 4",1335,63,4,1248,5,0,0,7,8,442,147,43,252,134,48,1,15,0,0,0,70,50,65,69,45,24,13,10,34,28,42,45,38,28,42,34,5,10,9,10,16,9,4,1,52,37,47,40,24,"17","031","460302","4","Block Group 4",9,10,26,45,55,45,48,48,49,46,15,16,9,21,19,31,8,4,442,89,40,175,117,21,"17","031","460302","4","4603024"
"Block Group 1",1247,13,7,1194,2,0,0,16,15,513,121,35,357,129,75,5,1,0,0,0,48,58,38,33,21,13,9,3,20,23,29,32,43,48,49,48,15,14,6,13,22,6,10,12,31,38,36,32,18,"17","031","460400","1","Block Group 1",12,8,21,51,56,51,42,47,37,52,29,31,6,23,22,18,12,9,513,104,41,158,177,33,"17","031","460400","1","4604001"
"Block Group 2",700,36,4,653,2,0,0,0,5,279,106,39,134,40,15,1,1,0,0,0,23,27,22,17,14,8,1,7,10,15,20,19,25,16,18,26,4,4,7,8,14,8,5,4,12,19,27,14,8,"17","031","460400","2","Block Group 2",3,4,15,23,27,25,18,32,26,34,8,17,12,14,23,23,12,5,279,71,11,98,90,9,"17","031","460400","2","4604002"
"Block Group 3",840,14,8,803,2,0,0,0,13,280,121,49,110,50,22,0,3,1,0,0,24,15,33,37,26,11,9,4,13,22,17,13,16,18,31,23,4,12,7,14,15,8,1,2,20,23,37,25,19,"17","031","460400","3","Block Group 3",3,6,20,28,31,31,30,37,37,25,12,22,15,14,29,10,3,12,280,68,18,119,60,15,"17","031","460400","3","4604003"
"Block Group 4",918,21,14,873,4,1,0,0,5,316,165,48,103,70,34,0,8,0,0,0,28,33,33,34,26,16,3,5,17,31,18,31,28,31,23,20,3,12,5,6,19,18,11,4,23,27,30,29,24,"17","031","460400","4","Block Group 4",7,5,11,27,30,31,32,31,28,48,11,17,12,16,25,13,6,8,316,90,29,115,74,8,"17","031","460400","4","4604004"
"Block Group 1",764,3,5,727,0,1,0,2,26,344,99,54,191,64,26,0,6,1,0,0,31,15,15,20,11,11,2,6,8,15,19,15,31,19,24,13,7,9,10,13,16,12,7,5,16,28,9,13,12,"17","031","460500","1","Block Group 1",9,6,14,27,25,33,22,47,25,37,18,23,11,11,20,19,21,15,344,63,25,105,138,13,"17","031","460500","1","4605001"
"Block Group 2",709,8,5,664,5,19,0,0,8,287,144,70,73,11,2,0,5,0,0,0,4,14,19,19,21,7,3,4,9,18,21,20,29,16,30,20,5,11,8,7,17,11,6,4,20,21,26,9,4,"17","031","460500","2","Block Group 2",3,2,8,23,18,21,18,24,31,34,10,18,13,18,35,15,8,11,287,84,23,78,86,16,"17","031","460500","2","4605002"
"Block Group 3",1108,4,6,1085,0,0,0,0,13,409,204,87,118,50,15,1,5,4,0,0,25,32,29,41,23,9,8,13,18,29,28,24,34,35,42,32,16,22,10,13,22,11,10,9,20,25,41,27,25,"17","031","460500","3","Block Group 3",7,6,20,28,26,41,27,36,47,44,20,30,12,29,28,29,15,15,409,108,27,138,115,21,"17","031","460500","3","4605003"
"Block Group 4",602,19,6,566,2,0,0,1,8,246,117,36,93,32,4,0,6,0,0,0,22,17,10,30,14,5,4,2,5,16,16,13,14,23,17,26,7,4,2,7,17,9,7,4,18,11,26,18,8,"17","031","460500","4","Block Group 4",1,6,9,8,15,22,23,25,28,24,7,12,11,15,20,15,1,10,246,67,12,74,81,12,"17","031","460500","4","4605004"
"Block Group 5",777,2,3,764,2,0,0,0,6,311,148,44,119,32,7,3,12,0,0,0,10,21,26,25,20,12,4,2,17,21,10,26,21,20,38,21,6,9,5,8,16,6,8,4,12,17,31,18,4,"17","031","460500","5","Block Group 5",5,7,11,15,24,36,20,26,38,31,16,20,21,17,28,17,11,6,311,67,21,97,114,12,"17","031","460500","5","4605005"
"Block Group 6",748,10,10,713,2,0,1,0,12,309,113,48,148,33,7,1,3,0,0,0,22,17,26,27,17,8,3,4,9,15,9,22,28,26,19,22,2,9,4,11,15,10,3,3,14,18,31,15,4,"17","031","460500","6","Block Group 6",0,6,15,16,32,22,26,36,41,44,12,11,11,16,30,16,10,13,309,67,12,94,114,22,"17","031","460500","6","4605006"
"Block Group 7",1081,24,10,1021,3,2,1,5,15,454,148,45,261,85,46,1,6,1,0,0,31,22,32,33,26,15,6,1,20,29,15,34,28,39,31,32,4,11,5,20,21,10,15,5,23,41,39,21,18,"17","031","460500","7","Block Group 7",4,8,25,38,24,30,33,43,44,46,17,11,22,20,38,35,28,19,454,77,29,144,185,19,"17","031","460500","7","4605007"
"Block Group 1",1183,243,19,905,0,2,0,3,11,371,118,41,212,93,30,1,5,3,0,0,54,42,45,38,37,18,11,10,32,51,30,30,21,21,34,28,13,12,6,13,7,9,2,2,42,60,56,43,18,"17","031","460600","1","Block Group 1",9,9,30,61,37,39,50,37,38,47,17,2,10,15,21,14,9,7,371,95,24,161,80,11,"17","031","460600","1","4606001"
"Block Group 1",1303,296,11,986,0,0,0,2,8,397,15,21,361,59,24,1,7,0,1,0,26,84,90,82,37,28,15,13,23,44,20,14,20,15,19,10,5,3,1,6,5,5,2,2,98,86,79,44,22,"17","031","460700","1","Block Group 1",10,22,43,85,52,44,34,26,33,31,8,10,5,4,11,6,2,5,397,53,23,251,55,15,"17","031","460700","1","4607001"
"Block Group 2",853,538,7,304,2,0,0,0,2,265,38,27,200,123,83,0,14,0,0,0,26,52,46,29,23,18,8,2,19,34,18,28,26,22,23,15,9,10,5,7,6,6,7,5,48,40,29,31,16,"17","031","460700","2","Block Group 2",8,3,19,46,32,19,30,25,25,18,4,13,2,8,3,9,5,2,265,94,20,90,47,14,"17","031","460700","2","4607002"
"Block Group 3",1158,654,38,446,0,4,8,1,7,339,40,39,260,117,75,2,8,1,0,0,31,54,61,63,39,11,13,9,19,54,36,38,37,33,33,28,8,6,1,3,4,4,5,0,67,55,56,33,15,"17","031","460700","3","Block Group 3",16,7,29,57,32,58,23,34,30,25,12,9,4,6,10,8,2,11,339,99,38,100,80,22,"17","031","460700","3","4607003"
"Block Group 1",1496,520,48,909,4,5,0,1,9,737,52,47,638,178,115,0,14,4,0,0,45,32,39,35,21,23,2,2,22,26,44,28,25,35,35,52,22,41,29,33,65,42,20,16,55,42,44,27,16,"17","031","461000","1","Block Group 1",8,11,21,47,40,28,23,29,31,33,16,30,35,42,71,75,35,48,737,79,37,131,456,34,"17","031","461000","1","4610001"
"Block Group 1",1411,15,10,1378,2,0,0,0,6,447,199,59,189,97,46,2,19,0,1,0,29,33,48,83,45,23,14,10,21,28,41,54,32,33,47,33,14,12,11,10,22,10,5,5,46,45,69,46,22,"17","031","470100","1","Block Group 1",5,12,25,53,52,56,34,50,65,47,24,20,22,18,27,14,7,18,447,108,36,190,93,20,"17","031","470100","1","4701001"
"Block Group 2",1505,5,9,1471,0,0,0,0,20,630,227,68,335,73,14,0,18,2,2,0,37,40,52,63,43,16,9,9,28,35,32,26,42,47,40,36,12,27,17,14,21,20,13,10,42,50,50,41,24,"17","031","470100","2","Block Group 2",11,6,15,40,36,59,42,42,51,47,27,21,23,43,75,47,27,34,630,130,41,150,296,13,"17","031","470100","2","4701002"
"Block Group 1",954,12,4,924,2,0,0,1,11,436,211,94,131,17,7,0,3,1,0,0,6,14,11,26,11,19,6,1,11,11,25,26,28,27,36,22,12,13,4,14,34,28,13,7,17,23,28,18,3,"17","031","480100","1","Block Group 1",7,1,12,22,30,27,28,34,39,43,14,35,21,35,52,38,15,13,436,124,22,131,151,8,"17","031","480100","1","4801001"
"Block Group 2",1079,7,4,1046,2,9,0,4,7,463,265,145,53,21,3,0,4,1,0,0,13,9,22,24,23,11,5,3,14,28,12,32,32,44,28,31,18,18,10,19,31,23,21,13,23,14,29,23,11,"17","031","480100","2","Block Group 2",6,4,11,20,15,35,31,53,40,49,13,27,21,43,50,45,26,19,463,166,29,108,149,11,"17","031","480100","2","4801002"
"Block Group 1",645,3,1,624,0,0,0,4,13,307,72,47,188,42,28,0,0,0,0,0,14,15,13,23,13,6,2,1,18,7,8,15,14,25,15,15,12,7,4,7,13,10,10,3,13,17,21,14,7,"17","031","480200","1","Block Group 1",1,1,8,18,28,27,19,32,29,36,18,14,3,14,21,19,16,13,307,55,18,102,117,15,"17","031","480200","1","4802001"
"Block Group 2",584,16,2,564,0,1,0,0,1,255,111,59,85,17,6,0,2,0,0,0,9,15,17,12,11,9,4,2,7,12,15,14,15,19,23,16,3,3,3,5,13,12,14,4,8,21,17,9,10,"17","031","480200","2","Block Group 2",3,6,15,10,12,19,16,40,27,19,7,10,5,8,23,23,15,13,255,64,16,74,90,11,"17","031","480200","2","4802002"
"Block Group 1",901,6,4,872,1,0,0,2,16,386,151,70,165,22,13,0,3,1,1,0,4,21,24,39,22,9,3,4,8,13,13,29,28,31,27,25,8,7,4,15,15,22,8,7,16,28,30,17,10,"17","031","480300","1","Block Group 1",4,7,8,18,35,39,30,30,37,39,14,19,14,16,35,31,21,21,386,99,15,127,134,11,"17","031","480300","1","4803001"
"Block Group 2",567,16,6,537,0,0,0,0,8,185,92,29,64,52,12,4,11,0,0,0,25,17,21,25,20,10,1,4,9,13,19,14,13,15,22,12,8,5,4,7,10,4,9,3,15,13,23,15,5,"17","031","480300","2","Block Group 2",8,9,9,15,17,16,16,22,23,21,9,10,3,8,16,16,6,7,185,50,14,73,39,9,"17","031","480300","2","4803002"
"Block Group 1",835,10,5,812,0,1,0,0,7,356,210,118,28,6,0,0,1,0,0,0,5,10,16,26,15,5,4,5,11,15,11,24,24,36,23,19,11,16,7,23,32,22,13,5,12,17,25,17,5,"17","031","480400","1","Block Group 1",3,1,10,16,16,25,19,36,28,26,15,26,27,32,46,29,22,9,356,125,25,92,108,6,"17","031","480400","1","4804001"
"Block Group 2",768,22,14,725,0,0,0,0,7,289,170,69,50,26,7,0,15,0,0,0,4,17,13,32,19,6,3,7,12,19,16,26,18,17,23,28,10,12,4,10,16,16,10,8,17,19,24,13,8,"17","031","480400","2","Block Group 2",7,2,12,25,25,19,22,42,24,35,13,10,7,23,37,17,19,6,289,94,19,90,72,14,"17","031","480400","2","4804002"
"Block Group 3",1170,31,7,1112,2,5,0,1,12,422,242,87,93,32,15,0,8,0,0,0,9,36,21,33,35,21,6,3,13,22,33,39,30,39,36,35,15,17,10,21,29,14,2,6,30,40,38,33,17,"17","031","480400","3","Block Group 3",3,4,18,30,37,46,38,38,57,48,20,33,19,31,23,23,12,16,422,125,33,143,107,14,"17","031","480400","3","4804003"
"Block Group 4",793,6,9,762,4,0,0,0,12,336,165,66,105,28,8,0,3,0,1,0,16,10,18,22,11,4,5,1,7,12,19,17,29,28,29,21,11,8,11,19,15,17,9,5,12,28,33,25,9,"17","031","480400","4","Block Group 4",4,4,10,22,24,13,37,35,40,26,8,16,15,23,41,19,11,10,336,105,19,90,110,12,"17","031","480400","4","4804004"
"Block Group 5",610,6,3,593,0,1,0,0,7,247,157,74,16,7,1,0,1,0,2,0,3,13,10,20,23,6,0,7,9,8,8,11,16,25,35,16,5,7,10,10,22,20,11,6,2,12,15,14,5,"17","031","480400","5","Block Group 5",4,0,7,10,10,14,20,25,23,20,8,11,8,23,32,27,14,8,247,106,15,51,69,6,"17","031","480400","5","4804005"
"Block Group 6",819,14,1,785,0,0,0,5,14,337,213,99,25,14,0,1,2,0,1,0,10,11,20,16,13,5,1,9,14,28,15,32,28,26,24,29,9,16,6,22,21,22,8,15,14,18,16,17,6,"17","031","480400","6","Block Group 6",4,2,7,13,19,20,29,23,30,29,11,27,27,20,45,23,20,9,337,119,30,79,103,6,"17","031","480400","6","4804006"
"Block Group 7",881,2,2,869,0,1,0,0,7,365,230,106,29,17,3,0,5,0,1,0,8,14,21,34,14,3,3,3,13,14,17,18,33,24,29,26,10,16,8,22,29,11,13,8,14,24,26,20,4,"17","031","480400","7","Block Group 7",3,7,12,15,14,23,38,29,42,29,10,23,20,25,51,31,18,20,365,120,20,98,119,8,"17","031","480400","7","4804007"
"Block Group 1",1110,36,7,1060,2,0,0,1,4,404,249,80,75,20,7,0,10,0,0,0,3,21,29,36,21,20,6,5,13,39,25,25,36,35,40,37,11,15,9,16,29,13,12,5,21,47,43,24,12,"17","031","480500","1","Block Group 1",4,6,17,19,23,32,40,46,46,56,20,31,22,30,33,19,12,9,404,137,21,137,89,20,"17","031","480500","1","4805001"
"Block Group 2",971,246,38,668,3,1,0,2,13,351,182,64,105,34,17,2,9,1,2,0,3,45,33,32,24,19,4,7,18,28,25,22,31,33,23,29,10,14,9,11,23,5,8,4,26,26,28,27,14,"17","031","480500","2","Block Group 2",4,6,24,37,21,39,36,25,40,38,15,25,11,21,22,12,8,9,351,115,28,93,104,11,"17","031","480500","2","4805002"
"Block Group 3",1125,136,19,944,1,7,0,2,16,375,179,75,121,46,20,0,1,0,0,0,25,56,37,52,25,17,11,2,24,30,23,40,28,34,30,29,9,20,13,12,20,10,6,2,28,34,49,26,14,"17","031","480500","3","Block Group 3",7,4,17,37,38,36,32,47,42,33,30,21,13,26,19,15,16,11,375,119,30,130,85,11,"17","031","480500","3","4805003"
"Block Group 1",1106,7,3,1081,1,1,0,1,12,506,266,131,109,49,16,0,9,1,3,0,20,22,31,32,30,15,9,7,15,20,30,16,29,31,37,37,17,24,6,8,16,20,10,16,17,28,40,20,10,"17","031","490300","1","Block Group 1",1,3,10,25,30,34,35,44,54,53,26,24,18,19,38,29,25,45,506,112,27,160,190,17,"17","031","490300","1","4903001"
"Block Group 2",927,4,6,903,0,0,0,0,14,379,209,97,73,22,1,1,2,2,0,0,16,17,24,35,28,13,3,7,12,21,18,22,31,37,33,27,11,16,2,10,12,19,11,6,17,23,29,20,7,"17","031","490300","2","Block Group 2",3,8,15,23,24,25,34,35,51,31,19,20,13,19,24,18,27,27,379,102,32,115,123,7,"17","031","490300","2","4903002"
"Block Group 1",1059,2,3,1051,2,0,0,0,1,412,210,85,117,42,21,2,4,0,1,0,14,21,34,46,31,17,7,6,12,20,17,28,20,25,28,33,20,12,7,10,12,8,10,17,31,36,36,23,10,"17","031","490400","1","Block Group 1",11,4,25,34,31,39,26,38,54,54,13,16,11,21,24,22,28,31,412,98,24,135,140,15,"17","031","490400","1","4904001"
"Block Group 1",1054,14,25,976,1,3,5,6,24,304,168,77,59,18,6,1,5,0,0,0,6,18,26,17,17,46,36,22,31,25,25,15,23,35,25,20,9,11,15,6,7,15,8,12,14,16,20,14,99,"17","031","490500","1","Block Group 1",45,25,42,20,19,21,26,41,35,26,13,19,5,14,16,24,20,16,304,78,22,105,89,10,"17","031","490500","1","4905001"
"Block Group 2",1188,8,4,1158,2,4,0,0,12,463,231,113,119,43,21,0,5,0,0,0,17,31,27,31,27,16,13,5,21,25,30,29,36,40,40,31,17,14,7,17,9,19,14,15,31,24,37,21,23,"17","031","490500","2","Block Group 2",11,11,26,36,25,35,45,45,46,49,22,26,13,19,29,30,33,37,463,145,29,127,144,18,"17","031","490500","2","4905002"
"Block Group 1",1562,22,2,1504,2,2,0,0,30,574,319,138,117,41,16,0,4,2,0,0,19,41,43,55,40,21,8,10,11,44,27,48,54,37,51,45,18,27,7,19,35,24,12,20,40,52,46,50,19,"17","031","490600","1","Block Group 1",18,5,23,40,42,60,41,57,59,57,21,29,21,30,40,49,36,30,574,165,43,205,144,17,"17","031","490600","1","4906001"
"Block Group 1",940,3,1,930,0,0,0,0,6,295,151,65,79,21,5,0,2,2,0,0,12,31,38,37,22,18,7,3,12,25,33,25,23,37,23,28,8,6,5,3,20,14,11,4,27,30,34,30,13,"17","031","490700","1","Block Group 1",4,10,10,32,32,36,26,28,40,42,5,10,7,14,34,24,10,9,295,85,22,115,64,9,"17","031","490700","1","4907001"
"Block Group 2",751,6,1,733,1,0,0,7,3,209,97,46,66,36,10,3,7,1,0,0,15,27,28,30,18,12,7,2,16,22,27,19,18,21,27,18,6,5,6,2,5,8,5,3,25,28,35,29,23,"17","031","490700","2","Block Group 2",7,8,12,24,17,30,26,23,26,14,11,10,9,13,16,15,12,6,209,58,16,91,34,10,"17","031","490700","2","4907002"
"Block Group 3",1394,17,2,1357,2,0,0,0,16,476,258,125,93,40,12,0,13,0,1,0,14,35,38,50,36,21,13,12,31,35,32,42,46,42,38,30,7,14,13,21,35,28,17,2,42,29,40,41,16,"17","031","490700","3","Block Group 3",12,8,21,33,33,36,45,63,54,43,19,32,19,36,60,42,14,18,476,146,34,179,100,17,"17","031","490700","3","4907003"
"Block Group 1",766,10,4,739,2,0,1,0,10,332,176,60,96,27,10,0,5,0,0,0,12,10,15,15,16,5,7,4,19,14,21,22,26,32,27,26,16,18,5,11,19,9,11,4,9,21,30,12,11,"17","031","490800","1","Block Group 1",6,1,7,18,16,20,37,31,37,24,27,17,8,22,21,19,11,9,332,92,36,76,120,8,"17","031","490800","1","4908001"
"Block Group 2",763,3,5,745,0,1,0,0,9,315,154,67,94,23,7,0,3,0,0,0,13,17,22,19,19,10,4,3,11,12,23,18,18,21,28,14,10,9,8,12,14,13,3,4,21,23,24,14,11,"17","031","490800","2","Block Group 2",1,3,11,23,17,31,21,32,38,30,15,18,10,29,34,20,12,13,315,83,19,99,106,8,"17","031","490800","2","4908002"
"Block Group 3",1080,10,2,1047,2,0,0,0,19,334,154,61,119,26,6,0,0,0,2,0,18,45,33,35,35,14,10,7,26,22,25,11,27,29,33,26,10,14,5,7,16,11,14,5,44,33,56,36,19,"17","031","490800","3","Block Group 3",10,10,29,26,32,19,37,52,40,39,16,16,9,15,33,23,18,8,334,99,24,140,65,6,"17","031","490800","3","4908003"
"Block Group 4",642,11,1,627,0,0,0,0,3,253,138,56,59,17,4,0,2,0,1,0,10,12,19,22,12,8,1,2,10,18,15,15,22,20,29,13,3,11,2,5,12,10,7,8,17,17,22,11,6,"17","031","490800","4","Block Group 4",6,1,10,14,17,27,29,21,31,30,8,14,10,12,25,13,11,14,253,63,24,78,77,11,"17","031","490800","4","4908004"
"Block Group 5",756,6,6,736,1,1,0,0,6,254,84,24,146,30,6,2,6,0,0,0,16,24,23,21,25,17,6,2,16,20,11,19,27,18,25,22,5,8,2,9,13,8,6,3,20,27,41,27,11,"17","031","490800","5","Block Group 5",6,8,21,20,20,19,22,27,36,20,6,9,13,16,17,19,13,8,254,52,17,86,92,7,"17","031","490800","5","4908005"
"Block Group 1",1566,15,0,1526,4,0,0,1,20,667,165,64,438,79,45,0,3,0,0,0,31,51,46,52,34,22,7,13,26,40,45,27,41,63,49,39,6,22,12,21,26,23,1,5,57,52,38,47,25,"17","031","490901","1","Block Group 1",15,9,38,50,62,68,62,61,68,58,29,32,14,28,34,23,6,19,667,134,54,228,222,29,"17","031","490901","1","4909011"
"Block Group 2",1299,13,8,1261,1,2,0,1,13,448,88,39,321,119,47,1,3,0,0,0,68,53,44,50,21,18,12,12,33,28,34,33,30,49,66,33,15,23,10,9,18,20,9,6,57,47,49,39,26,"17","031","490901","2","Block Group 2",12,3,30,45,41,30,37,33,50,55,15,11,11,19,21,26,11,5,448,63,43,149,166,27,"17","031","490901","2","4909012"
"Block Group 3",1026,6,4,1005,0,0,0,0,11,420,119,47,254,65,33,5,3,0,0,0,24,35,36,38,14,13,5,6,15,27,22,28,24,34,39,31,10,18,9,11,18,13,4,2,31,22,29,24,21,"17","031","490901","3","Block Group 3",4,7,17,29,33,43,40,26,53,36,18,23,16,26,29,21,11,15,420,89,21,149,144,17,"17","031","490901","3","4909013"
"Block Group 1",829,1,4,818,1,0,0,3,2,342,182,73,87,26,15,0,4,0,0,0,7,12,14,20,22,10,4,4,13,13,16,22,27,25,33,27,15,13,7,16,21,17,5,2,13,11,19,25,15,"17","031","490902","1","Block Group 1",7,3,15,11,16,27,32,42,49,32,18,24,12,23,32,20,13,12,342,112,15,95,114,6,"17","031","490902","1","4909021"
"Block Group 2",2097,14,2,2068,0,1,0,0,12,721,232,66,423,144,65,1,7,0,0,0,71,95,85,90,70,32,12,16,29,46,40,58,51,61,99,51,7,22,12,31,23,28,19,13,68,75,88,66,40,"17","031","490902","2","Block Group 2",24,17,41,45,57,71,64,59,80,45,30,29,22,33,52,38,32,31,721,144,53,256,248,20,"17","031","490902","2","4909022"
"Block Group 3",1328,15,3,1294,2,1,0,3,10,526,279,110,137,24,3,1,4,0,0,0,16,31,22,42,32,13,6,8,22,37,23,38,30,44,49,35,15,24,10,21,31,29,11,7,32,30,37,45,17,"17","031","490902","3","Block Group 3",6,13,22,16,29,60,37,49,60,56,19,39,21,37,51,28,22,22,526,151,28,165,161,21,"17","031","490902","3","4909023"
"Block Group 4",832,8,1,818,5,0,0,0,0,321,169,58,94,16,10,0,1,1,0,0,4,26,15,27,24,6,5,4,15,16,10,37,29,25,23,20,5,6,4,9,16,13,4,8,11,25,38,27,8,"17","031","490902","4","Block Group 4",3,2,17,21,14,44,46,37,27,27,11,25,11,21,32,17,8,13,321,102,18,105,87,9,"17","031","490902","4","4909024"
"Block Group 1",573,4,3,561,0,0,0,1,4,169,65,38,66,55,8,0,9,3,0,0,35,19,22,29,18,12,5,3,6,10,15,7,15,20,19,15,8,5,5,3,7,4,2,2,24,21,33,20,10,"17","031","491000","1","Block Group 1",5,4,15,14,15,23,17,19,24,15,3,14,4,10,14,9,4,5,169,38,11,84,30,6,"17","031","491000","1","4910001"
"Block Group 2",1210,20,1,1170,15,0,0,0,4,363,112,45,206,104,25,0,7,0,0,0,72,43,51,62,42,25,6,11,19,27,27,21,34,38,44,34,7,11,7,12,16,9,10,6,37,52,63,50,18,"17","031","491000","2","Block Group 2",10,7,25,36,41,34,45,34,39,26,7,18,6,21,44,18,10,7,363,79,27,146,97,14,"17","031","491000","2","4910002"
